Gender,shoulderlength,waistcircumference,Age,Heightin,Weightlbs
0,143,1113,26,70,230
1,129,840,22,67,140
0,140,758,37,66,127
1,135,790,18,67,145
0,145,1014,22,68,190
1,130,733,18,61,112
0,134,1061,49,67,188
1,139,700,18,64,117
0,139,1045,23,68,200
1,131,805,36,70,158
0,153,1055,36,68,220
1,130,937,49,66,165
0,155,956,34,71,195
1,131,867,52,63,135
0,156,993,22,74,235
1,146,641,22,59,95
0,159,928,26,72,185
1,134,951,29,63,165
0,147,910,30,70,175
1,148,845,27,63,155
0,159,833,29,74,172
1,132,876,41,65,150
0,141,1067,34,71,240
1,143,951,19,65,150
0,153,902,34,70,185
1,159,790,21,68,150
0,163,975,45,72,190
1,140,752,21,64,132
0,121,887,33,66,168
1,127,807,21,65,158
0,144,965,38,68,195
1,120,852,20,62,135
0,145,804,21,68,187
1,125,880,18,61,130
0,141,940,30,71,175
1,134,913,19,67,165
0,152,999,44,70,195
1,139,885,19,67,170
0,133,819,43,67,140
1,126,742,25,63,120
0,153,947,21,67,185
1,135,826,29,63,145
0,132,867,30,66,150
1,147,820,20,69,135
0,145,872,38,67,170
1,123,1010,19,66,165
0,150,956,29,70,190
1,121,820,23,68,142
0,141,933,36,72,185
1,124,792,20,63,150
0,159,913,36,74,182
1,139,766,21,64,150
0,155,1070,42,67,205
1,117,728,21,59,103
0,160,1060,31,72,225
1,129,895,18,62,135
0,148,1111,24,73,240
1,134,811,19,67,183
0,137,897,24,71,170
1,126,856,22,65,145
0,158,1038,31,68,223
1,131,772,18,62,154
0,148,766,21,70,145
1,128,826,26,63,130
0,160,987,21,73,222
1,127,844,30,65,145
0,171,1068,35,73,235
1,140,756,29,69,148
0,159,855,42,69,165
1,143,893,54,65,148
0,151,961,29,70,185
1,133,1059,27,70,195
0,134,835,27,66,160
1,135,781,21,60,140
0,143,834,21,70,180
1,151,932,37,66,185
0,167,857,22,72,185
1,115,746,23,62,126
0,142,798,21,66,150
1,120,801,18,59,130
0,161,1012,36,73,225
1,125,928,18,66,135
0,160,1095,42,74,240
1,142,806,19,70,155
0,145,1023,30,72,230
1,136,749,19,64,120
0,162,937,41,72,195
1,127,767,19,63,115
0,153,840,26,69,155
1,130,748,19,64,123
0,141,971,29,68,170
1,117,798,34,62,140
0,155,963,22,71,205
1,127,722,18,62,120
0,144,1222,42,72,225
1,130,888,29,65,140
0,131,1171,46,73,230
1,164,784,20,67,155
0,147,894,26,66,168
1,142,778,19,61,130
0,133,994,24,70,190
1,113,930,18,64,130
0,125,1034,50,67,177
1,137,740,19,64,122
0,145,1066,39,71,220
1,134,818,23,61,120
0,144,1031,51,69,198
1,130,1026,28,63,175
0,151,1052,27,76,225
1,116,796,21,64,127
0,142,861,34,67,150
1,132,865,20,67,160
0,168,1140,30,76,270
1,130,892,18,65,160
0,142,896,28,69,165
1,120,891,39,62,145
0,127,1008,45,67,189
1,140,985,20,67,165
0,144,832,38,69,170
1,138,767,23,63,110
0,140,1089,47,72,205
1,122,698,20,61,105
0,142,796,36,68,150
1,134,1031,29,67,184
0,138,956,39,67,174
1,137,869,18,63,152
0,118,966,38,71,191
1,133,853,18,66,137
0,153,1050,29,74,218
1,140,788,18,67,157
0,145,1055,41,73,215
1,124,755,19,61,110
0,154,859,28,68,155
1,136,868,24,70,160
0,157,966,33,70,184
1,150,773,23,68,150
0,149,1036,42,68,220
1,114,847,41,63,132
0,152,1054,30,74,215
1,120,799,23,67,133
0,157,968,28,69,190
1,125,895,24,66,145
0,145,945,24,75,185
1,127,740,24,60,110
0,170,1068,29,77,250
1,117,927,28,66,157
0,148,1014,32,67,170
1,139,905,18,66,150
0,153,1001,34,71,190
1,134,837,24,63,143
0,147,1065,33,68,195
1,123,896,19,65,170
0,151,1194,30,71,260
1,128,968,20,64,160
0,148,1170,46,69,220
1,148,941,32,67,170
0,146,1182,35,70,265
1,117,698,31,65,115
0,133,895,36,66,155
1,145,785,41,67,148
0,154,1076,27,72,230
1,124,928,42,63,161
0,140,804,27,68,150
1,129,783,31,63,120
0,167,1012,36,73,200
1,130,772,27,66,130
0,162,1022,53,69,190
1,135,970,24,65,154
0,149,1114,39,72,228
1,122,880,28,63,147
0,145,885,40,72,180
1,121,946,28,64,150
0,152,1084,50,71,220
1,125,915,36,66,154
0,146,1000,57,66,170
1,141,855,27,62,134
0,150,1073,39,69,215
1,147,881,39,67,168
0,155,991,42,66,200
1,135,855,29,63,152
0,139,1035,40,72,215
1,141,825,28,64,127
0,129,947,44,69,195
1,149,939,44,65,180
0,143,981,21,70,200
1,144,837,41,68,144
0,146,1051,44,68,195
1,139,822,21,66,145
0,151,1023,25,71,210
1,137,895,19,64,165
0,159,1137,39,73,270
1,139,803,19,65,147
0,139,889,35,69,170
1,132,911,27,64,145
0,141,1002,52,72,210
1,135,822,20,68,150
0,147,1074,38,74,248
1,134,790,22,69,139
0,155,1080,36,74,230
1,135,700,24,69,132
0,146,1132,35,66,215
1,135,727,42,61,106
0,147,1026,42,70,189
1,130,849,38,65,162
0,142,1062,50,72,225
1,142,1174,40,71,223
0,138,1087,42,68,215
1,122,837,43,63,144
0,155,1004,45,75,250
1,145,835,26,66,160
0,148,961,46,72,195
1,149,1114,48,65,194
0,149,882,33,70,175
1,126,960,41,62,160
0,140,1023,49,72,181
1,154,814,21,62,137
0,133,1069,26,66,194
1,130,824,29,63,150
0,140,1180,32,69,215
1,129,889,30,61,135
0,152,990,42,69,193
1,135,790,18,63,140
0,142,904,48,67,170
1,129,775,32,67,150
0,151,1033,50,68,196
1,119,827,42,65,143
0,145,1007,27,70,214
1,127,707,24,62,115
0,170,1011,50,71,220
1,120,788,32,62,127
0,163,979,43,70,190
1,143,982,29,67,196
0,158,840,45,72,170
1,144,804,18,67,157
0,152,870,51,70,150
1,114,847,19,60,126
0,158,1058,40,70,220
1,138,757,18,64,135
0,138,1063,40,70,220
1,157,860,21,64,135
0,128,962,40,64,156
1,136,827,21,59,140
0,143,1153,38,74,247
1,136,852,28,65,150
0,142,829,26,70,160
1,134,815,25,63,130
0,146,895,27,81,167
1,146,966,25,67,180
0,140,1106,39,71,220
1,135,928,22,64,161
0,165,1101,37,71,235
1,122,906,41,65,161
0,158,1065,31,69,225
1,122,729,43,64,105
0,141,838,38,66,150
1,135,775,33,65,132
0,144,983,26,68,200
1,145,742,30,63,113
0,146,1163,52,69,220
1,117,882,45,66,156
0,138,826,32,68,145
1,146,995,25,70,187
0,145,782,30,73,155
1,125,705,38,61,116
0,169,1039,24,74,220
1,140,876,35,66,159
0,138,1090,44,66,215
1,134,775,30,63,135
0,151,909,58,69,166
1,128,733,35,63,120
0,138,1035,53,68,185
1,151,781,22,63,124
0,155,847,47,72,165
1,132,840,22,62,135
0,144,981,35,72,204
1,108,751,28,64,120
0,138,1046,39,71,220
1,131,834,27,62,138
0,148,1025,37,72,208
1,149,878,27,67,167
0,146,1067,22,75,210
1,137,879,27,66,160
0,143,989,31,69,205
1,146,974,31,67,170
0,148,936,54,67,160
1,128,760,31,65,126
0,182,886,34,74,196
1,145,964,44,64,185
0,156,994,29,72,235
1,130,1025,30,62,181
0,156,1104,33,72,240
1,137,966,30,68,177
0,145,1027,27,70,220
1,121,761,45,60,127
0,157,1087,34,68,214
1,131,905,28,60,132
0,159,864,36,72,170
1,143,851,26,67,148
0,151,815,40,71,160
1,123,903,30,61,145
0,134,924,36,68,176
1,138,820,21,64,140
0,153,905,41,68,170
1,130,719,18,69,127
0,142,918,29,72,158
1,137,810,18,62,135
0,148,1013,32,73,211
1,114,728,22,63,131
0,115,974,48,67,168
1,127,845,19,64,148
0,155,1108,33,71,220
1,151,806,40,67,150
0,140,815,27,70,167
1,138,764,22,63,132
0,148,1032,46,73,205
1,127,854,33,63,147
0,154,925,26,68,185
1,122,747,22,61,120
0,148,1000,30,70,205
1,136,656,33,65,117
0,135,1014,46,68,198
1,136,886,18,66,144
0,145,1009,41,67,210
1,134,801,33,65,154
0,157,948,43,66,170
1,123,895,27,60,138
0,163,885,27,72,205
1,123,916,20,62,140
0,149,977,42,72,210
1,127,681,18,64,115
0,149,1185,40,72,250
1,128,790,23,64,132
0,167,1146,34,72,235
1,145,680,19,59,114
0,144,857,44,70,150
1,111,725,18,60,116
0,158,993,28,74,200
1,135,942,19,68,165
0,132,1168,42,72,220
1,127,838,20,62,130
0,140,953,24,70,200
1,131,883,22,64,155
0,158,1142,47,72,243
1,130,907,18,67,135
0,146,990,30,68,185
1,132,878,30,64,156
0,154,935,27,72,202
1,145,980,35,69,178
0,150,1068,32,73,215
1,139,794,19,61,117
0,158,965,29,70,205
1,143,754,20,66,138
0,148,915,29,73,195
1,125,844,20,63,140
0,144,793,33,66,140
1,125,860,20,64,160
0,148,984,29,72,195
1,122,865,40,64,140
0,134,915,23,71,195
1,142,900,23,66,166
0,142,1035,22,72,210
1,131,769,18,64,146
0,145,1041,28,73,215
1,141,863,19,67,140
0,156,1038,44,70,205
1,134,936,18,65,170
0,146,1017,50,71,220
1,141,866,22,70,178
0,140,1032,40,72,242
1,130,842,19,67,140
0,147,1187,32,74,260
1,130,819,24,65,135
0,167,939,56,74,185
1,132,794,18,68,162
0,163,846,28,71,180
1,155,746,20,68,120
0,150,771,26,74,165
1,125,878,22,66,160
0,158,1260,44,71,280
1,130,835,19,61,135
0,161,995,45,74,220
1,118,690,18,61,104
0,139,827,29,64,140
1,123,800,19,60,130
0,145,935,42,73,185
1,122,848,22,66,145
0,144,992,35,69,177
1,125,694,21,58,103
0,144,798,23,75,160
1,145,765,26,70,155
0,143,1020,51,69,200
1,121,885,18,62,145
0,143,900,27,72,165
1,131,797,22,67,130
0,134,1136,42,69,238
1,133,831,20,63,140
0,141,924,27,72,200
1,144,840,39,63,137
0,159,1033,29,71,210
1,155,871,28,65,160
0,149,873,24,70,155
1,138,955,27,70,184
0,144,1071,39,73,235
1,121,936,38,64,165
0,141,980,46,68,187
1,127,905,38,64,174
0,141,1032,41,69,200
1,159,1005,43,68,190
0,162,828,41,74,190
1,134,756,19,63,130
0,161,964,39,72,190
1,139,719,18,64,120
0,155,1192,39,72,255
1,132,794,18,64,138
0,138,1050,55,70,185
1,135,967,27,66,170
0,139,951,40,66,175
1,112,846,26,65,134
0,164,910,34,71,188
1,132,738,19,63,117
0,146,907,41,69,175
1,131,790,39,64,135
0,156,1105,38,73,230
1,136,926,25,67,180
0,156,905,44,69,178
1,119,853,30,60,130
0,133,1004,30,67,197
1,140,886,41,60,132
0,134,842,21,68,155
1,144,970,45,66,190
0,151,1107,41,70,224
1,143,1000,35,67,185
0,136,979,32,70,197
1,125,956,43,64,169
0,123,889,41,70,180
1,121,840,42,66,140
0,148,900,41,66,157
1,141,749,41,65,122
0,157,959,28,69,210
1,126,905,23,60,170
0,138,900,37,71,190
1,132,847,29,64,159
0,143,800,56,67,140
1,123,933,25,67,186
0,152,923,42,74,200
1,127,883,50,61,140
0,144,1050,50,66,178
1,120,710,30,60,114
0,140,1052,45,68,190
1,143,825,47,65,158
0,158,1156,46,73,245
1,133,866,29,65,175
0,126,836,25,67,145
1,116,668,28,62,108
0,154,1095,38,71,238
1,120,1121,28,63,172
0,145,1132,47,69,215
1,142,1121,29,66,200
0,154,1179,44,72,242
1,150,680,25,69,133
0,149,1057,44,71,206
1,116,863,30,60,164
0,139,869,29,67,167
1,130,1127,27,67,210
0,154,757,51,78,170
1,126,801,24,64,140
0,137,912,35,70,182
1,124,942,27,61,155
0,154,917,28,69,170
1,117,900,49,62,135
0,152,952,41,71,210
1,134,775,30,65,131
0,153,900,26,72,180
1,122,702,27,64,115
0,156,923,26,71,189
1,126,783,55,64,138
0,155,1044,40,70,237
1,128,1032,39,67,198
0,147,866,24,68,166
1,140,981,32,63,183
0,147,981,30,73,210
1,139,1090,50,66,189
0,155,925,50,69,178
1,149,780,30,63,148
0,138,997,26,71,210
1,139,726,26,64,119
0,152,951,50,74,182
1,128,908,58,64,156
0,133,698,19,66,140
1,131,725,35,62,116
0,151,897,28,70,185
1,134,933,44,64,160
0,130,885,27,66,150
1,125,781,37,66,130
0,136,946,39,68,170
1,122,867,36,65,160
0,151,813,21,70,155
1,117,771,23,64,136
0,158,984,43,71,197
1,130,991,30,63,153
0,154,1066,44,70,215
1,125,850,41,63,133
0,144,979,19,72,200
1,121,814,31,66,150
0,134,960,23,69,210
1,120,830,40,62,120
0,148,939,31,71,212
1,128,862,28,66,141
0,148,819,22,71,167
1,153,701,41,66,137
0,142,1019,43,67,182
1,132,807,43,65,144
0,154,1005,35,67,195
1,146,957,40,64,162
0,146,1026,28,73,228
1,143,922,32,71,180
0,139,991,29,68,184
1,116,895,24,59,153
0,166,902,33,74,205
1,111,940,45,62,150
0,148,814,21,64,160
1,130,912,31,62,154
0,159,1040,25,75,225
1,126,818,44,62,140
0,145,973,22,69,190
1,120,830,25,64,140
0,140,1262,22,71,253
1,135,944,41,69,184
0,138,1037,29,74,209
1,127,840,26,62,135
0,152,855,24,67,165
1,140,824,20,70,155
0,150,901,25,72,178
1,130,904,23,62,125
0,142,1156,28,68,230
1,130,825,29,64,142
0,148,950,31,71,194
1,125,908,34,64,153
0,148,1129,38,71,220
1,133,901,34,66,168
0,140,966,49,69,188
1,135,847,19,67,145
0,153,1011,30,71,210
1,132,842,25,69,135
0,150,989,42,71,219
1,137,1077,24,67,190
0,150,800,33,66,135
1,139,770,23,66,148
0,134,1013,24,66,190
1,114,856,42,62,172
0,148,879,27,70,160
1,144,763,23,62,150
0,137,1008,33,64,178
1,141,682,21,62,115
0,148,775,18,68,143
1,120,841,40,60,120
0,136,884,22,71,175
1,130,1106,22,65,204
0,145,1035,29,70,220
1,123,1045,25,65,195
0,145,822,40,65,140
1,133,993,46,67,170
0,135,1023,26,67,190
1,130,1017,42,62,161
0,155,988,25,70,220
1,132,851,31,65,167
0,147,904,48,69,173
1,134,860,33,67,170
0,146,945,21,71,170
1,137,785,24,64,165
0,161,1083,23,70,230
1,140,765,22,66,140
0,130,783,22,68,135
1,140,737,37,64,130
0,130,954,19,71,180
1,133,953,46,66,164
0,161,916,22,70,178
1,140,973,46,62,175
0,153,1067,46,67,180
1,140,958,41,66,200
0,145,840,30,67,150
1,130,812,27,61,128
0,147,841,30,67,140
1,139,923,44,65,137
0,162,1055,40,70,202
1,132,878,42,67,158
0,140,801,52,66,140
1,128,816,20,71,175
0,164,1217,29,72,240
1,132,831,32,61,135
0,144,1194,33,72,230
1,129,903,37,67,170
0,152,1146,21,69,230
1,123,824,25,63,136
0,140,990,21,67,185
1,175,972,41,60,190
0,140,1135,31,74,247
1,137,800,25,65,148
0,143,1113,26,72,230
1,150,772,20,68,145
0,155,852,37,69,160
1,145,925,19,62,142
0,166,1146,22,73,238
1,115,840,25,65,138
0,138,784,22,65,130
1,130,829,25,66,149
0,168,840,21,73,173
1,140,968,36,63,157
0,161,970,25,71,204
1,126,1095,26,67,217
0,141,912,27,75,168
1,140,1050,44,68,210
0,167,1300,45,75,310
1,131,696,22,62,108
0,149,1067,36,70,159
1,121,760,28,62,121
0,138,885,31,69,175
1,150,736,29,66,143
0,159,830,27,69,160
1,136,651,23,65,112
0,139,728,19,63,130
1,114,837,36,62,143
0,145,911,37,69,180
1,118,798,23,60,128
0,143,822,22,72,160
1,138,880,28,64,147
0,136,846,20,66,157
1,137,790,21,65,145
0,164,1181,31,74,250
1,125,1045,25,65,130
0,134,857,46,64,147
1,138,1033,28,65,200
0,164,940,29,69,210
1,140,757,23,63,135
0,147,952,27,76,235
1,132,885,30,65,155
0,153,1025,42,74,220
1,132,893,31,63,130
0,157,928,35,73,192
1,120,968,40,63,160
0,136,894,40,68,168
1,123,930,31,60,125
0,138,975,43,71,200
1,125,837,25,62,150
0,143,802,25,70,152
1,128,840,30,63,154
0,153,885,25,71,185
1,135,900,43,64,165
0,137,922,38,75,193
1,140,955,48,67,165
0,144,1035,32,71,230
1,129,796,38,64,130
0,166,1080,35,75,225
1,136,833,46,65,135
0,143,984,21,71,203
1,155,891,24,73,200
0,149,795,21,66,152
1,143,656,21,64,110
0,156,952,22,68,198
1,135,808,24,67,150
0,141,1122,24,68,257
1,116,803,53,61,123
0,152,913,25,69,175
1,148,807,27,67,133
0,155,780,29,72,169
1,145,865,30,66,154
0,131,834,20,73,182
1,125,876,21,63,130
0,155,803,22,69,143
1,125,723,21,65,127
0,143,1037,28,68,197
1,137,1056,32,62,185
0,149,775,23,65,145
1,132,711,22,66,130
0,150,862,21,66,144
1,140,780,31,66,147
0,160,936,19,72,187
1,140,778,26,63,150
0,154,873,20,70,192
1,121,637,20,62,106
0,152,961,20,67,184
1,150,790,18,67,158
0,156,1030,25,68,220
1,118,718,21,63,116
0,135,944,21,66,172
1,132,840,22,63,140
0,156,867,24,68,180
1,125,1026,30,67,177
0,145,932,26,71,209
1,134,817,21,68,155
0,146,890,24,71,180
1,125,689,23,69,134
0,160,1011,20,73,215
1,129,764,31,63,120
0,139,952,21,70,198
1,148,858,23,64,145
0,132,859,25,61,135
1,131,855,31,66,170
0,157,813,19,72,150
1,115,825,42,63,129
0,135,887,31,67,173
1,122,787,19,62,110
0,142,946,48,67,177
1,137,941,21,64,160
0,139,944,40,64,165
1,128,840,18,64,145
0,142,862,26,70,165
1,146,846,25,64,140
0,145,1185,43,66,230
1,140,790,25,62,124
0,152,1072,21,71,223
1,117,776,33,60,122
0,156,1015,26,68,173
1,145,823,42,64,148
0,162,952,22,73,218
1,129,725,20,64,127
0,131,908,21,70,171
1,124,908,25,66,174
0,157,864,22,73,185
1,132,908,31,62,140
0,152,938,21,73,200
1,131,942,21,64,160
0,162,791,21,71,165
1,143,863,37,69,174
0,154,880,21,72,200
1,132,733,27,63,140
0,138,914,23,68,170
1,131,852,27,62,138
0,158,805,20,72,175
1,125,898,26,65,153
0,160,1029,28,74,225
1,126,879,26,62,130
0,147,820,20,70,160
1,134,751,22,63,130
0,144,923,28,70,175
1,136,864,24,68,150
0,153,920,24,77,212
1,125,779,22,65,125
0,142,1011,27,75,210
1,110,884,19,64,138
0,148,952,27,68,180
1,132,940,18,64,138
0,150,945,23,71,180
1,128,769,19,66,145
0,148,967,30,73,216
1,140,757,20,67,130
0,148,1015,47,71,211
1,129,784,17,67,144
0,148,892,20,68,165
1,129,991,37,65,158
0,141,866,24,70,183
1,139,788,18,63,140
0,149,1034,24,69,200
1,133,807,21,63,140
0,142,761,22,66,135
1,111,720,35,57,100
0,162,924,20,72,218
1,137,849,30,61,141
0,143,987,22,73,223
1,113,858,24,59,130
0,155,1034,27,71,217
1,118,889,25,64,166
0,146,933,26,67,170
1,122,757,26,68,147
0,150,917,25,74,190
1,134,828,20,64,137
0,138,1021,20,69,200
1,138,820,18,59,115
0,144,812,26,65,167
1,130,739,20,63,132
0,136,800,26,68,145
1,125,789,32,57,110
0,144,883,29,66,180
1,122,733,26,61,115
0,130,940,34,69,171
1,125,740,22,60,116
0,147,992,20,72,185
1,132,808,29,64,124
0,149,816,24,66,165
1,135,967,30,64,150
0,153,1088,41,72,235
1,118,909,22,65,145
0,130,978,37,71,200
1,150,962,22,61,174
0,155,837,20,72,170
1,120,834,23,62,122
0,148,904,24,74,207
1,153,948,28,70,170
0,147,980,43,73,200
1,123,848,23,64,147
0,160,1049,34,60,210
1,131,721,23,64,118
0,144,962,33,75,220
1,136,865,24,67,169
0,148,966,40,72,194
1,126,793,36,61,110
0,150,1073,29,71,205
1,151,731,22,67,130
0,155,874,39,72,160
1,130,750,28,65,120
0,184,815,26,75,190
1,135,744,24,65,120
0,161,900,37,72,180
1,116,780,23,61,130
0,146,841,21,72,186
1,127,860,31,62,135
0,155,946,41,67,175
1,140,900,22,66,154
0,146,1087,30,72,220
1,144,955,22,70,188
0,147,1079,38,74,233
1,125,753,24,64,130
0,138,906,35,67,170
1,130,825,22,64,140
0,153,907,26,70,175
1,120,774,25,67,138
0,132,902,37,68,155
1,132,679,29,61,116
0,157,899,22,70,170
1,126,716,42,77,112
0,142,892,33,69,165
1,128,699,22,60,115
0,142,850,30,64,140
1,142,814,29,60,128
0,137,792,37,66,135
1,140,853,23,64,158
0,160,934,29,69,182
1,130,783,24,66,125
0,152,1074,42,72,201
1,151,860,41,66,174
0,158,880,31,65,165
1,132,750,22,62,138
0,165,1006,32,72,200
1,144,960,53,67,153
0,153,1103,29,76,230
1,142,873,25,66,153
0,146,931,36,68,172
1,135,923,26,62,127
0,145,1065,31,71,200
1,121,791,20,64,139
0,139,801,26,69,160
1,147,771,18,64,135
0,139,962,47,67,155
1,131,983,46,67,175
0,140,928,32,63,158
1,132,787,42,63,124
0,155,964,30,73,208
1,136,657,26,69,120
0,169,766,22,68,150
1,138,781,29,61,127
0,147,1022,35,72,208
1,137,740,24,63,129
0,142,1061,53,68,209
1,116,819,19,61,138
0,145,1051,37,71,220
1,126,805,47,63,128
0,147,942,42,66,168
1,133,1010,41,64,185
0,176,1087,44,73,226
1,130,905,42,72,170
0,157,1136,26,69,225
1,133,920,30,68,168
0,170,1025,23,74,235
1,131,924,29,64,145
0,159,1136,24,75,265
1,144,1003,45,68,194
0,138,864,24,69,148
1,137,780,23,65,145
0,170,831,22,69,165
1,130,1003,40,59,127
0,165,842,29,67,157
1,127,863,19,66,147
0,156,900,22,75,173
1,125,856,19,64,140
0,137,947,25,65,170
1,133,902,25,63,148
0,141,1137,39,70,255
1,126,1010,49,64,161
0,153,1097,39,74,247
1,145,759,41,66,127
0,157,947,31,71,198
1,140,893,43,60,165
0,140,1040,36,72,228
1,121,844,37,64,138
0,156,748,25,65,150
1,126,665,24,61,106
0,146,1026,37,68,193
1,139,930,23,64,155
0,146,971,38,66,193
1,140,807,34,67,144
0,178,976,29,69,203
1,130,957,43,66,175
0,146,919,35,69,172
1,126,868,27,60,127
0,157,910,37,67,175
1,136,782,30,65,140
0,157,906,38,69,158
1,125,966,36,62,160
0,166,836,31,75,190
1,131,778,31,64,130
0,140,1022,39,71,180
1,118,980,37,66,190
0,155,895,36,72,175
1,133,850,42,62,147
0,146,1080,42,69,215
1,140,670,34,62,109
0,160,916,22,74,200
1,126,745,27,62,125
0,150,1084,31,66,203
1,127,826,27,61,130
0,159,975,28,77,215
1,122,860,30,62,137
0,160,847,21,70,185
1,130,797,21,65,152
0,147,808,25,71,160
1,121,706,42,63,126
0,159,868,28,69,180
1,129,730,28,70,140
0,143,837,34,70,156
1,141,743,27,63,132
0,135,960,33,68,182
1,141,805,21,70,164
0,149,774,28,70,140
1,145,912,25,66,148
0,150,1004,31,71,185
1,130,853,24,61,140
0,148,1077,38,70,200
1,147,847,21,63,155
0,159,701,29,66,128
1,143,726,20,62,119
0,135,892,28,63,135
1,131,795,23,62,130
0,131,942,31,68,183
1,123,837,24,66,145
0,147,800,24,72,180
1,132,816,27,65,140
0,159,1064,25,74,207
1,121,814,27,61,140
0,156,1109,35,69,230
1,120,693,24,63,100
0,158,1034,25,70,225
1,134,798,21,68,140
0,148,1308,28,72,300
1,141,807,32,64,132
0,140,1057,30,68,195
1,134,778,30,64,123
0,164,844,20,72,165
1,139,1305,31,68,260
0,132,909,33,69,185
1,144,919,21,66,170
0,142,808,26,73,175
1,128,611,23,61,102
0,140,1115,31,69,225
1,140,698,22,64,115
0,152,859,22,72,200
1,128,615,21,59,95
0,157,990,23,68,201
1,145,859,25,66,152
0,162,965,19,74,212
1,132,887,22,70,165
0,138,828,23,64,153
1,131,911,40,63,139
0,150,832,25,71,162
1,130,733,21,63,125
0,145,1002,21,71,200
1,145,979,21,68,195
0,156,900,28,71,176
1,140,968,26,67,167
0,156,1030,28,71,206
1,142,941,22,64,165
0,152,895,34,76,180
1,130,732,28,67,135
0,155,788,25,71,145
1,133,760,20,62,120
0,131,892,30,65,164
1,128,905,22,66,165
0,138,907,33,68,170
1,147,715,24,66,120
0,135,1077,39,66,195
1,123,878,25,65,154
0,157,994,24,71,200
1,130,788,21,63,124
0,139,1032,34,69,184
1,141,903,24,66,165
0,150,1037,21,72,234
1,137,870,31,67,165
0,157,842,20,70,150
1,139,848,32,68,150
0,163,995,30,74,210
1,135,825,24,65,140
0,159,1115,27,73,230
1,132,955,20,64,170
0,153,1014,24,73,210
1,140,1105,23,65,200
0,163,1142,22,72,250
1,138,785,20,66,115
0,136,905,27,65,160
1,137,972,20,61,170
0,145,1082,38,70,210
1,128,793,22,66,145
0,162,1016,34,69,195
1,125,798,21,62,120
0,160,967,32,69,180
1,127,955,41,60,140
0,163,915,33,70,185
1,141,920,25,70,180
0,152,879,25,69,155
1,134,855,27,61,132
0,152,1043,31,71,215
1,130,914,31,63,147
0,140,887,31,66,168
1,125,938,24,63,170
0,154,1152,37,72,256
1,124,960,23,64,165
0,153,938,33,69,165
1,130,900,31,62,140
0,153,963,31,72,205
1,125,780,21,66,135
0,158,992,34,75,200
1,142,935,20,75,175
0,149,999,41,69,190
1,142,890,28,63,150
0,158,1097,38,71,225
1,141,821,37,67,150
0,166,865,31,72,175
1,150,793,30,67,130
0,128,791,23,69,140
1,140,775,28,62,139
0,157,1073,23,70,217
1,131,1034,42,64,190
0,156,907,25,73,180
1,127,664,20,65,115
0,151,798,29,69,150
1,131,907,23,67,148
0,143,1108,25,71,235
1,138,768,21,60,108
0,145,975,46,67,167
1,120,672,21,62,118
0,147,992,34,71,190
1,145,965,31,70,190
0,158,1040,40,68,198
1,143,784,36,70,175
0,155,857,40,73,180
1,137,903,21,63,140
0,151,1197,27,73,225
1,143,841,27,64,143
0,137,961,27,74,205
1,129,870,26,66,145
0,131,879,21,64,154
1,122,852,42,63,147
0,150,770,21,69,154
1,126,993,29,71,208
0,148,763,22,70,156
1,120,866,50,62,134
0,130,789,26,71,148
1,126,757,39,67,135
0,139,975,26,67,180
1,127,907,27,66,175
0,142,862,35,65,146
1,136,853,38,67,150
0,164,974,27,70,200
1,130,779,19,62,110
0,150,804,25,75,163
1,137,926,40,62,149
0,155,838,26,70,150
1,143,825,24,60,140
0,170,986,25,72,230
1,138,938,34,63,161
0,155,890,25,71,180
1,118,755,29,64,140
0,177,1125,27,76,280
1,136,867,36,65,145
0,140,963,41,68,181
1,110,784,39,61,115
0,153,826,21,65,155
1,136,753,29,67,137
0,150,1118,38,75,248
1,131,914,31,65,157
0,155,917,23,67,173
1,116,826,35,68,145
0,143,939,37,66,167
1,145,875,27,68,147
0,154,799,32,71,160
1,123,1095,54,62,185
0,154,935,22,69,185
1,135,1076,49,67,182
0,142,1081,40,67,185
1,131,1087,31,69,227
0,150,821,23,67,135
1,142,1011,31,66,200
0,138,1050,23,69,210
1,113,931,28,59,135
0,150,1057,27,68,195
1,134,888,42,63,168
0,139,874,24,68,165
1,135,971,43,70,170
0,164,1056,26,76,220
1,147,1015,31,63,175
0,152,1047,29,68,197
1,141,995,37,73,211
0,148,1062,27,67,230
1,137,1067,36,67,190
0,132,1195,23,71,250
1,128,853,23,67,155
0,140,1048,38,69,188
1,136,937,28,68,183
0,152,969,22,72,195
1,140,967,40,67,175
0,173,1040,29,75,225
1,157,1112,38,67,180
0,161,863,25,72,182
1,128,700,28,77,127
0,149,1181,29,74,275
1,141,907,38,67,164
0,143,882,38,69,155
1,135,810,28,68,139
0,141,809,25,69,160
1,120,900,29,64,137
0,160,1023,25,66,207
1,132,935,28,65,180
0,150,848,29,68,165
1,125,858,31,65,135
0,138,1136,40,68,230
1,132,790,42,64,130
0,150,984,29,70,198
1,135,960,46,64,145
0,145,820,45,73,150
1,135,778,27,66,137
0,136,1002,42,70,204
1,146,791,30,68,145
0,177,1023,37,74,235
1,112,838,27,62,136
0,165,1114,37,71,240
1,118,845,28,62,154
0,143,894,22,68,165
1,127,799,27,65,135
0,142,1077,20,68,210
1,142,922,23,66,170
0,155,880,26,65,167
1,120,956,25,64,170
0,149,992,30,66,183
1,133,843,24,66,160
