Gender,shoulderlength,waistcircumference,Age,Heightin,Weightlbs
1,125,837,41,65,140
0,151,1098,22,67,210
1,135,802,25,66,135
0,151,956,24,69,185
1,137,846,22,64,125
0,158,1134,21,65,235
1,147,778,25,67,135
0,132,926,22,68,185
1,135,853,39,64,140
0,164,815,30,72,175
1,135,730,25,64,128
0,134,789,26,69,135
1,153,886,33,66,160
0,158,811,23,68,150
1,156,929,31,69,192
0,171,958,25,70,190
1,140,900,31,64,135
0,164,996,24,72,205
1,141,759,27,63,115
0,149,983,26,70,185
1,128,816,25,62,120
0,154,803,31,71,165
1,127,770,38,62,115
0,139,1038,25,75,240
1,127,895,20,62,139
0,149,1078,25,69,220
1,157,880,42,69,160
0,144,1035,38,70,195
1,131,904,31,62,155
0,151,999,34,67,194
1,137,938,33,66,152
0,145,1020,26,69,195
1,128,906,26,63,146
0,164,1088,42,74,220
1,129,750,20,66,141
0,158,1014,36,70,215
1,137,845,20,60,142
0,150,836,29,69,180
1,120,811,23,63,125
0,155,1080,34,69,210
1,137,888,25,68,160
0,148,1006,30,69,180
1,140,774,25,67,175
0,139,779,39,72,145
1,134,846,25,64,136
0,146,950,27,69,193
1,144,861,23,66,137
0,149,925,31,71,195
1,147,724,29,66,128
0,153,1214,42,70,245
1,112,928,38,59,148
0,145,801,20,71,165
1,160,1026,32,68,197
0,170,972,27,73,210
1,127,915,26,61,136
0,162,772,25,67,155
1,142,987,28,66,172
0,164,988,28,72,215
1,137,915,28,62,144
0,158,976,29,70,200
1,153,888,31,65,183
0,159,983,34,73,220
1,140,863,26,63,143
0,148,859,26,72,175
1,135,857,36,62,136
0,157,1063,47,68,207
1,120,1037,35,66,198
0,143,1031,26,71,207
1,141,950,19,65,160
0,155,1051,29,69,210
1,152,877,24,66,135
0,165,748,19,73,141
1,142,665,22,66,124
0,161,1136,31,72,250
1,140,885,21,65,170
0,160,775,28,68,168
1,120,812,20,61,125
0,150,740,34,71,150
1,145,1096,29,69,195
0,151,915,39,69,170
1,135,1006,31,63,185
0,162,1051,27,69,232
1,129,685,24,62,110
0,147,1207,49,72,231
1,136,944,23,66,141
0,161,802,22,71,160
1,128,973,21,61,152
0,174,1116,50,73,207
1,124,975,22,61,144
0,149,1042,40,73,196
1,129,853,21,61,132
0,145,918,43,66,170
1,131,885,21,64,162
0,149,1124,32,64,201
1,156,816,19,66,168
0,155,912,31,69,173
1,124,982,28,63,142
0,155,1072,29,66,185
1,130,856,26,66,163
0,161,1042,44,66,190
1,135,710,39,66,117
0,140,756,28,65,130
1,141,890,24,63,138
0,138,1003,39,68,205
1,140,990,38,66,174
0,161,886,33,71,180
1,139,793,45,62,126
0,144,911,20,65,155
1,110,962,23,62,144
0,161,815,26,67,158
1,129,727,38,63,123
0,140,891,36,71,177
1,140,770,24,63,140
0,174,765,28,73,150
1,136,930,41,68,153
0,147,1041,51,68,186
1,125,849,30,64,125
0,144,1054,35,69,210
1,120,882,31,62,140
0,143,1152,37,68,212
1,130,749,33,66,132
0,173,1107,28,72,230
1,139,935,34,63,160
0,146,908,45,69,175
1,135,903,31,64,165
0,143,1018,29,67,180
1,120,890,33,59,150
0,163,995,32,72,215
1,145,900,28,69,160
0,153,1358,45,70,240
1,135,752,27,60,112
0,159,1067,37,69,200
1,130,803,27,69,148
0,160,845,21,69,177
1,145,861,26,67,148
0,162,934,48,71,186
1,135,906,33,64,149
0,154,901,28,74,185
1,142,870,24,66,145
0,145,1091,33,68,200
1,142,860,24,62,135
0,156,1100,26,76,240
1,120,785,28,65,140
0,139,1013,43,66,192
1,125,770,20,57,124
0,152,895,41,71,195
1,145,756,29,65,120
0,148,972,26,67,190
1,150,901,24,63,150
0,149,932,48,69,160
1,138,658,23,60,90
0,151,1050,41,70,215
1,139,873,21,62,159
0,160,1047,31,66,205
1,129,1033,38,63,155
0,151,975,28,69,190
1,139,863,19,67,163
0,150,969,36,72,185
1,132,761,18,66,145
0,157,999,24,73,187
1,131,792,35,62,129
0,142,1002,41,66,190
1,126,832,25,61,162
0,155,1071,27,76,240
1,144,753,18,60,131
0,156,890,29,72,181
1,140,760,21,65,125
0,145,1071,27,67,196
1,115,913,21,62,140
0,144,1056,31,68,205
1,147,779,31,60,124
0,138,1021,45,68,195
1,140,803,20,68,145
0,152,1104,37,69,220
1,137,878,35,64,152
0,154,962,42,70,181
1,132,1080,26,73,200
0,154,886,36,66,170
1,129,742,19,64,105
0,163,1000,32,70,195
1,161,817,22,72,165
0,148,1013,29,70,195
1,136,759,25,66,125
0,158,1112,41,71,226
1,129,865,25,64,140
0,149,826,27,64,137
1,138,855,28,67,150
0,136,1049,30,69,210
1,147,967,21,71,208
0,155,970,49,71,177
1,132,992,19,61,139
0,155,820,19,70,158
1,147,736,19,60,115
0,158,778,19,74,155
1,139,876,41,63,150
0,165,1165,28,72,260
1,136,947,20,68,160
0,147,960,30,67,194
1,159,1000,33,72,195
0,149,883,24,71,165
1,148,802,20,66,141
0,150,888,25,69,175
1,139,695,23,62,118
0,137,882,30,70,175
1,122,807,27,61,124
0,152,875,21,68,175
1,135,918,26,65,147
0,156,821,30,86,167
1,140,750,36,66,132
0,162,902,19,69,189
1,127,881,56,62,146
0,172,954,22,77,208
1,127,806,29,63,130
0,140,963,24,71,205
1,122,875,28,63,130
0,145,943,25,72,185
1,107,798,33,59,115
0,159,851,22,75,200
1,134,716,22,64,135
0,163,907,18,74,187
1,118,829,31,57,118
0,167,992,20,72,207
1,137,943,22,63,136
0,152,767,19,71,167
1,125,834,25,67,143
0,144,835,18,71,142
1,144,958,28,69,180
0,151,851,20,68,155
1,141,796,18,65,135
0,161,864,30,73,180
1,135,865,27,64,160
0,168,887,25,70,171
1,127,1052,44,65,170
0,150,1287,27,69,274
1,153,881,32,68,161
0,160,1124,31,71,213
1,147,767,25,63,125
0,157,846,31,64,155
1,135,978,22,69,200
0,162,813,23,66,128
1,153,936,21,66,160
0,162,1070,32,71,206
1,141,970,21,67,168
0,156,735,29,71,155
1,131,904,21,65,155
0,147,1015,29,68,205
1,147,783,34,65,138
0,144,895,34,69,175
1,136,772,25,65,127
0,159,932,27,73,201
1,140,960,42,66,165
0,156,762,27,65,130
1,136,871,39,67,150
0,156,884,26,66,160
1,135,825,19,65,133
0,163,1070,33,71,210
1,129,734,18,67,138
0,168,739,23,74,155
1,135,852,21,66,160
0,155,836,38,69,165
1,125,813,31,67,145
0,155,1080,37,69,204
1,130,765,20,60,125
0,164,816,23,73,170
1,124,955,36,66,160
0,167,904,30,77,195
1,157,882,22,66,146
0,178,756,33,76,150
1,130,800,31,64,126
0,164,808,20,75,165
1,125,827,20,61,125
0,135,845,26,71,170
1,130,887,25,63,151
0,175,1075,25,72,235
1,127,830,25,65,150
0,151,853,24,67,150
1,132,697,38,60,110
0,153,1073,30,80,220
1,132,857,23,70,160
0,146,1018,39,68,175
1,140,788,24,61,127
0,166,846,24,73,200
1,140,936,21,67,148
0,157,856,37,68,149
1,138,768,20,63,125
0,150,883,24,71,185
1,146,833,19,63,160
0,147,889,48,68,152
1,149,802,27,68,145
0,154,985,30,69,210
1,137,742,18,67,131
0,140,1086,43,64,190
1,137,850,19,63,145
0,150,893,23,71,185
1,134,758,18,65,126
0,147,911,38,68,178
1,132,706,25,61,106
0,170,929,27,78,220
1,140,775,41,66,130
0,142,770,20,68,156
1,137,912,19,66,154
0,163,751,20,69,140
1,134,886,24,64,140
0,159,970,22,68,195
1,120,755,21,62,118
0,162,985,32,68,180
1,127,765,42,62,113
0,136,958,29,67,179
1,141,897,25,64,160
0,145,846,37,70,174
1,135,868,26,64,155
0,150,952,30,66,170
1,135,790,21,64,118
0,156,775,42,71,150
1,133,785,19,62,125
0,170,1168,40,76,250
1,134,864,26,66,153
0,159,915,47,69,175
1,139,967,31,67,185
0,135,913,44,69,165
1,149,760,36,65,118
0,155,1021,44,69,205
1,130,726,23,60,115
0,158,995,37,70,185
1,137,842,23,65,130
0,146,1016,42,68,190
1,129,865,29,66,160
0,142,1027,38,69,210
1,125,888,22,62,127
0,171,1080,50,70,224
1,141,819,28,65,143
0,151,958,47,68,185
1,125,739,28,63,122
0,133,1028,49,70,200
1,131,805,23,63,130
0,154,1097,44,70,220
1,132,880,29,65,145
0,156,914,45,70,180
1,132,810,24,69,167
0,153,1032,45,70,187
1,139,803,41,63,123
0,153,1040,43,66,190
1,134,787,23,64,135
0,149,984,41,67,185
1,137,787,20,66,130
0,152,967,36,69,187
1,128,821,26,64,150
0,140,1024,51,70,220
1,122,723,20,62,133
0,150,1004,43,69,190
1,120,628,22,58,100
0,164,908,40,68,170
1,144,951,32,67,160
0,164,874,56,67,150
1,141,857,41,67,160
0,144,901,38,69,180
1,128,726,23,62,117
0,141,924,44,71,195
1,124,700,28,60,115
0,145,1100,41,71,242
1,122,860,38,61,137
0,161,983,37,73,215
1,132,832,32,68,174
0,142,995,42,73,215
1,125,818,31,62,124
0,158,1074,38,74,215
1,133,813,26,64,150
0,158,1091,46,69,223
1,120,705,40,65,128
0,156,970,49,66,160
1,133,768,21,62,135
0,148,1015,49,67,196
1,136,779,20,67,170
0,168,934,41,72,211
1,141,699,18,62,116
0,155,960,35,71,198
1,135,768,19,64,127
0,154,910,37,70,170
1,140,898,32,68,150
0,149,1121,50,70,220
1,138,900,28,64,169
0,156,986,40,69,190
1,147,791,20,67,131
0,150,974,44,71,205
1,134,895,42,62,135
0,131,1036,39,69,200
1,124,710,21,61,118
0,142,887,37,71,165
1,125,827,20,66,135
0,143,960,45,66,160
1,132,812,18,60,128
0,170,1021,40,71,235
1,121,808,19,66,143
0,163,925,48,70,180
1,122,789,19,60,138
0,157,1048,38,71,205
1,135,1092,42,66,200
0,149,972,38,68,185
1,152,815,44,66,143
0,157,909,41,72,176
1,120,937,36,57,148
0,162,917,50,68,185
1,135,1040,43,64,169
0,150,874,37,71,165
1,125,854,36,68,143
0,153,972,53,68,168
1,132,1076,41,69,238
0,134,955,46,70,190
1,136,1031,38,70,190
0,160,914,38,69,175
1,149,930,46,66,170
0,161,996,41,71,225
1,126,976,50,64,183
0,132,868,45,66,159
1,127,916,37,64,149
0,162,855,36,70,175
1,149,927,40,64,165
0,153,1023,50,72,200
1,125,1032,45,63,175
0,150,947,40,74,185
1,128,925,34,65,150
0,140,1017,46,62,189
1,144,889,22,67,155
0,161,991,38,71,182
1,120,708,23,65,120
0,167,975,46,69,210
1,130,925,41,68,173
0,131,939,42,70,175
1,133,833,38,66,144
0,173,993,48,74,225
1,130,827,42,63,125
0,175,963,44,71,187
1,116,1042,53,65,182
0,160,975,40,71,199
1,125,961,33,68,180
0,134,955,41,69,180
1,125,866,38,66,154
0,153,1006,46,69,198
1,143,911,26,64,200
0,168,1133,47,76,255
1,128,875,31,63,137
0,147,993,40,71,204
1,125,906,41,66,148
0,148,1083,44,72,230
1,124,835,40,63,136
0,153,1126,44,65,198
1,123,787,41,66,130
0,139,1027,39,74,210
1,120,943,45,65,151
0,141,828,39,69,175
1,125,913,51,63,149
0,153,974,39,71,240
1,145,778,19,63,140
0,145,1069,49,68,210
1,133,722,19,65,132
0,133,981,49,67,185
1,155,843,20,68,160
0,157,1038,39,72,235
1,114,782,19,59,133
0,122,1016,43,63,170
1,122,791,24,66,139
0,144,1098,39,75,240
1,129,761,19,65,125
0,155,934,45,71,200
1,140,853,20,67,147
0,142,1070,42,74,220
1,131,725,22,67,140
0,137,1001,39,70,200
1,134,779,20,64,130
0,146,1072,43,73,239
1,125,834,19,62,136
0,167,962,40,70,217
1,150,800,19,66,150
0,157,991,44,78,240
1,145,835,19,66,139
0,141,933,41,68,180
1,142,825,19,70,165
0,147,999,44,74,197
1,139,962,21,67,185
0,148,1028,38,70,190
1,121,823,27,64,127
0,162,927,44,68,177
1,141,846,19,63,149
0,155,1012,47,71,192
1,128,959,23,63,135
0,138,1010,40,68,195
1,136,907,22,68,165
0,135,1022,41,71,205
1,136,807,20,63,140
0,160,891,39,74,200
1,140,853,20,66,138
0,139,904,40,71,199
1,132,753,19,62,134
0,148,922,39,71,214
1,128,839,23,64,150
0,151,1039,43,69,210
1,129,762,22,62,130
0,179,927,53,71,175
1,143,861,21,66,160
0,164,1130,44,70,221
1,148,845,20,63,130
0,153,999,48,70,180
1,128,818,22,65,145
0,151,920,43,66,195
1,112,760,20,57,105
0,150,944,39,69,175
1,144,885,21,66,162
0,173,1038,47,76,225
1,129,872,21,68,172
0,141,948,39,68,175
1,128,887,23,66,148
0,155,1060,41,72,215
1,129,788,27,63,138
0,140,933,37,71,188
1,125,937,21,63,160
0,167,985,51,73,209
1,143,798,18,65,130
0,167,895,44,69,175
1,130,826,25,63,146
0,158,1130,39,75,250
1,126,761,19,62,135
0,154,931,41,67,188
1,136,822,38,67,165
0,160,919,49,67,162
1,160,803,21,68,156
0,140,1025,47,72,210
1,132,791,28,67,136
0,172,903,42,74,189
1,145,846,27,65,154
0,149,909,48,72,165
1,136,762,20,63,123
0,138,961,44,68,168
1,130,860,28,68,145
0,146,983,38,68,185
1,147,867,19,68,156
0,128,1027,40,68,190
1,135,793,21,63,128
0,129,1022,45,72,205
1,141,928,18,66,165
0,152,962,41,68,200
1,120,672,18,64,109
0,168,1082,40,73,225
1,132,785,20,64,125
0,144,970,44,70,190
1,115,916,22,67,180
0,148,1065,41,65,167
1,137,854,20,68,168
0,155,896,44,70,200
1,119,778,18,63,135
0,159,984,46,68,210
1,140,771,20,65,150
0,158,1082,39,71,239
1,137,897,33,70,183
0,146,827,42,68,150
1,142,822,18,61,130
0,147,913,49,70,190
1,152,935,18,60,140
0,150,1010,45,71,209
1,125,828,19,63,133
0,160,816,38,70,165
1,142,841,21,63,130
0,146,944,36,71,185
1,133,754,18,62,120
0,152,1011,44,69,192
1,129,865,37,63,140
0,169,1058,42,74,227
1,135,827,42,63,145
0,163,954,48,74,205
1,129,887,21,64,148
0,150,985,40,71,188
1,140,836,20,63,140
0,147,954,40,70,196
1,111,917,23,66,160
0,145,935,41,71,180
1,142,739,21,68,128
0,145,1143,46,71,221
1,143,779,20,64,125
0,141,970,40,69,180
1,131,775,22,65,140
0,155,1068,48,70,196
1,140,860,19,63,145
0,160,1044,45,66,210
1,140,700,23,65,122
0,160,1044,47,72,222
1,141,812,19,67,150
0,159,888,42,70,177
1,152,908,33,67,175
0,154,893,41,71,188
1,140,733,27,64,125
0,164,948,38,72,209
1,135,904,20,66,150
0,158,952,44,71,175
1,128,814,21,66,130
0,165,924,40,73,195
1,121,872,21,62,118
0,142,992,43,70,175
1,135,980,31,64,150
0,145,994,45,68,180
1,124,1046,22,62,165
0,158,991,39,74,195
1,133,841,28,67,135
0,143,977,45,70,194
1,128,824,29,56,130
0,166,1052,42,71,220
1,128,955,30,69,175
0,147,921,46,94,192
1,139,717,24,64,115
0,160,889,48,70,176
1,144,964,39,65,158
0,155,1020,36,74,203
1,142,758,21,66,130
0,150,931,53,69,160
1,119,829,20,61,128
0,158,1138,45,71,224
1,136,999,25,60,140
0,157,1063,40,70,215
1,128,941,36,64,152
0,139,932,53,65,165
1,129,776,43,67,125
0,164,972,41,69,190
1,124,822,25,69,150
0,144,941,40,70,175
1,134,752,23,64,120
0,162,1001,47,69,189
1,120,716,27,56,100
0,157,905,39,72,175
1,129,759,28,63,128
0,152,1079,38,72,210
1,155,898,22,68,181
0,148,900,43,68,182
1,135,852,22,68,160
0,164,961,46,68,170
1,134,920,19,64,165
0,152,915,45,70,185
1,133,1047,26,66,185
0,149,720,40,66,130
1,127,904,27,62,140
0,160,1060,45,70,240
1,139,875,24,71,163
0,165,980,39,72,195
1,130,850,26,67,153
0,160,958,38,73,200
1,148,987,25,66,163
0,154,1054,40,68,190
1,134,870,22,63,135
0,158,914,44,71,185
1,127,743,42,60,108
0,167,1021,39,72,219
1,145,910,24,67,180
0,146,861,52,75,190
1,145,964,25,66,165
0,150,1046,54,64,168
1,139,934,45,66,170
0,135,981,42,66,186
1,147,780,30,65,130
0,142,1050,43,74,213
1,129,951,41,64,167
0,165,947,56,73,178
1,154,795,38,80,150
0,159,930,46,70,166
1,123,815,33,61,110
0,151,1094,42,68,234
1,140,848,44,64,145
0,144,1099,47,70,205
1,126,797,40,64,148
0,149,908,46,71,184
1,129,927,28,62,138
0,142,952,46,70,180
1,155,986,45,65,156
0,136,922,51,68,181
1,138,884,36,64,152
0,123,966,50,61,144
1,124,673,22,59,100
0,149,823,22,69,155
1,156,810,32,69,160
0,149,920,41,70,175
1,130,933,42,64,163
0,154,956,44,67,165
1,137,995,39,64,160
0,165,1051,47,71,230
1,154,966,25,67,174
0,158,878,28,70,160
1,126,874,48,65,140
0,155,976,35,68,160
1,131,1013,41,63,160
0,160,1013,57,68,215
1,142,735,26,63,133
0,149,969,33,67,194
1,119,1072,31,63,177
0,136,996,41,66,200
1,120,834,22,62,140
0,148,1041,42,65,180
1,128,1065,29,60,169
0,160,838,22,72,190
1,129,818,24,63,125
0,142,947,40,67,161
1,147,828,29,65,150
0,145,1043,38,68,187
1,138,945,36,66,169
0,145,851,34,70,175
1,141,900,31,61,140
0,141,1004,30,67,185
1,126,831,41,66,145
0,148,1043,26,73,230
1,134,822,23,61,109
0,144,982,31,67,170
1,132,1021,42,66,165
0,160,840,20,73,160
1,140,1157,35,68,195
0,146,827,24,69,144
1,132,861,30,62,150
0,151,951,26,67,180
1,130,765,24,64,141
0,161,1047,53,70,218
1,136,1085,34,66,197
0,143,1001,58,70,175
1,126,880,26,63,140
0,161,1086,35,70,235
1,117,1012,30,60,150
0,148,1059,49,69,195
1,132,831,33,65,135
0,152,978,35,75,230
1,133,797,43,62,112
0,153,957,21,69,190
1,127,762,32,64,107
0,141,773,24,69,154
1,131,922,31,62,160
0,167,936,22,69,205
1,129,1035,26,70,180
0,166,1112,37,68,225
1,132,1012,36,64,169
0,151,941,36,70,185
1,140,864,31,62,140
0,150,867,31,65,161
1,117,962,29,63,170
0,155,766,41,66,140
1,123,914,31,62,150
0,143,946,31,71,184
1,135,862,25,68,163
0,162,951,33,71,210
1,129,957,24,67,156
0,143,930,41,69,195
1,139,897,22,67,174
0,142,822,25,67,155
1,139,812,31,63,120
0,160,908,31,68,170
1,120,865,38,64,144
0,161,1082,45,72,230
1,141,1054,40,67,170
0,122,898,33,67,160
1,129,973,38,67,187
0,155,909,27,71,190
1,130,947,44,65,147
0,145,1010,22,69,180
1,130,902,29,66,156
0,140,860,31,66,154
1,136,782,23,67,130
0,153,938,40,69,178
1,133,755,26,64,116
0,148,875,41,70,166
1,125,990,24,68,164
0,145,836,22,71,170
1,141,972,33,64,180
0,156,1155,43,68,210
1,138,922,24,63,168
0,166,1007,44,72,185
1,118,895,38,63,140
0,126,778,29,66,131
1,128,885,41,66,145
0,149,1129,42,69,220
1,128,910,41,65,160
0,160,880,28,79,205
1,140,827,26,68,155
0,153,1034,30,68,225
1,139,840,42,64,157
0,150,1036,27,75,227
1,133,1032,40,68,225
0,137,815,26,74,170
1,130,903,54,64,168
0,139,1008,30,73,235
1,136,875,23,62,145
0,142,924,35,73,185
1,131,790,28,61,145
0,166,939,30,69,180
1,144,875,38,65,150
0,156,1030,24,77,235
1,134,983,42,69,194
0,145,909,39,66,181
1,139,1139,37,68,206
0,145,995,41,71,221
1,144,792,51,67,140
0,151,876,44,67,170
1,148,1133,44,70,140
0,147,933,33,64,168
1,133,881,22,65,143
0,147,1105,23,64,214
1,120,907,40,62,158
0,160,997,35,67,195
1,136,850,21,65,140
0,150,955,40,69,185
1,137,945,24,61,155
0,148,1026,20,68,190
1,136,1069,22,64,160
0,146,958,35,69,180
1,143,920,25,65,165
0,142,1115,29,70,235
1,128,1095,45,64,185
0,163,838,29,72,190
1,133,1039,32,64,181
0,149,801,48,70,145
1,120,765,27,65,125
0,169,1263,26,74,285
1,145,1042,22,64,175
0,169,1008,27,71,215
1,143,880,33,63,137
0,177,855,22,76,180
1,128,811,20,67,142
0,161,943,30,72,185
1,149,987,33,68,172
0,148,1211,25,77,265
1,120,793,24,61,130
0,169,1139,21,72,215
1,140,918,22,63,160
0,153,1119,36,74,225
1,124,1040,44,59,145
0,148,818,21,69,150
1,139,803,41,64,125
0,165,1022,50,71,208
1,134,838,22,64,145
0,144,793,23,68,155
1,133,878,41,65,134
0,155,777,20,71,145
1,139,1040,23,67,170
0,156,967,24,73,191
1,122,785,33,66,132
0,155,830,26,69,165
1,137,943,42,63,148
0,160,1027,44,72,203
1,141,800,20,63,140
0,155,821,25,70,160
1,146,916,46,64,150
0,161,1150,25,72,230
1,140,961,23,65,150
0,127,1206,31,71,250
1,139,1065,38,66,190
0,153,898,21,73,185
1,130,847,46,62,139
0,154,761,21,67,135
1,143,1020,45,65,165
0,145,1159,24,71,240
1,130,790,51,63,120
0,154,898,24,70,171
1,126,887,45,64,154
0,150,1159,20,72,260
1,130,975,52,64,169
0,156,709,20,68,120
1,126,1100,36,67,215
0,146,1005,35,70,195
1,115,896,25,64,148
0,181,876,30,71,180
1,131,660,33,61,100
0,180,1042,44,72,235
1,130,1021,39,66,165
0,160,1022,51,72,195
1,134,790,27,67,120
0,143,934,43,74,185
1,125,816,20,61,132
0,170,917,45,72,183
1,131,966,21,62,155
0,126,800,41,68,150
1,136,966,24,66,162
0,157,972,28,69,175
1,135,809,29,63,148
0,164,859,31,73,165
1,138,787,25,64,127
0,160,977,36,72,210
1,139,907,47,67,192
0,158,993,38,73,215
1,134,877,23,66,146
0,168,1048,31,74,235
1,131,878,24,64,167
0,147,841,20,67,145
1,131,734,24,66,139
0,163,1034,48,75,220
1,146,861,29,64,155
0,152,942,39,70,175
1,143,885,24,67,150
0,168,872,41,74,205
1,125,820,22,63,135
0,153,808,33,74,170
1,134,796,19,67,135
0,167,1047,39,70,205
1,125,835,28,65,135
0,157,1124,47,69,225
1,128,922,23,64,170
0,172,856,20,70,167
1,126,769,33,64,129
0,158,1106,43,76,265
1,138,812,31,65,130
0,144,945,27,74,205
1,136,973,26,69,170
0,169,1037,35,73,222
1,126,952,39,59,154
0,124,889,22,66,166
1,130,1113,28,66,185
0,148,931,29,67,185
1,133,907,35,62,135
0,123,1023,26,67,190
1,133,1068,40,67,208
0,154,1184,23,69,247
1,130,843,28,66,143
0,154,876,21,67,180
1,122,755,34,64,133
0,152,835,22,67,175
1,126,910,22,63,152
0,148,990,26,72,205
1,127,943,34,64,147
0,151,1009,24,75,220
1,139,819,22,64,143
0,137,1089,21,70,220
1,151,905,27,71,170
0,157,1066,45,72,222
1,120,1018,42,66,155
0,134,958,25,67,190
1,138,757,25,65,125
0,151,813,19,72,170
1,145,893,21,70,170
0,150,868,21,74,210
1,137,849,25,64,145
0,144,757,19,70,160
1,137,768,20,69,147
0,145,1108,32,74,240
1,124,850,24,63,143
0,165,1080,20,74,246
1,138,1090,33,64,190
0,160,1054,26,68,212
1,118,835,40,66,128
0,155,884,34,72,187
1,123,946,42,67,176
0,150,1007,22,71,213
1,136,852,26,60,170
0,159,746,19,68,145
1,122,741,22,65,127
0,172,1071,21,74,225
1,131,1060,43,63,193
0,149,982,23,71,198
1,122,1017,37,64,170
0,159,795,22,67,150
1,116,782,28,60,119
0,145,961,23,67,178
1,130,1030,30,66,180
0,159,830,26,71,165
1,126,853,27,68,138
0,153,988,32,68,195
1,110,881,35,61,126
0,151,897,20,66,172
1,148,948,42,61,162
0,152,790,21,70,150
1,138,846,23,65,160
0,163,855,20,76,180
1,142,875,24,65,152
0,159,1116,26,75,255
1,138,982,24,66,180
0,155,1077,23,72,210
1,135,791,25,66,135
0,180,1185,26,77,293
1,141,844,22,71,173
0,168,1055,20,74,220
1,137,1028,19,72,187
0,158,961,21,69,180
1,143,768,24,70,135
0,153,782,21,68,145
1,121,775,23,63,127
0,154,1008,20,75,210
1,138,718,28,65,123
0,155,961,28,72,220
1,133,871,30,62,152
0,138,687,19,67,122
1,116,840,40,62,142
0,137,763,21,66,140
1,135,719,25,65,135
0,135,887,24,69,168
1,125,811,41,61,132
0,163,1018,21,73,220
1,143,920,36,61,148
0,119,648,25,63,88
1,130,812,28,69,148
0,145,987,21,71,200
1,127,814,22,64,139
0,160,1113,25,73,276
1,140,818,26,63,143
0,172,809,19,74,180
1,120,844,36,63,135
0,157,846,20,70,165
1,139,787,24,65,129
0,140,1008,36,66,195
1,121,948,21,65,170
0,160,846,19,73,180
1,138,834,26,66,134
0,171,880,18,73,180
1,154,972,27,68,180
0,143,950,22,70,190
1,120,763,23,61,123
0,140,762,20,72,155
1,125,710,28,66,113
0,141,956,23,69,235
1,130,805,25,68,140
0,157,869,18,73,175
1,135,843,42,65,162
0,141,755,20,68,138
1,137,866,30,63,143
0,151,1054,21,72,210
1,126,981,47,66,205
0,140,847,20,71,180
1,133,840,22,69,150
0,159,775,21,72,150
1,125,866,33,64,146
0,152,796,19,71,180
1,140,745,28,69,150
0,151,803,19,69,160
1,143,930,33,68,173
0,155,898,23,73,190
1,143,824,51,67,155
0,151,1056,21,74,215
1,120,669,33,62,116
0,139,878,20,71,185
1,140,769,33,67,130
0,148,902,18,72,185
1,149,877,43,68,167
0,157,883,20,68,182
1,135,970,41,66,168
0,153,866,22,65,156
1,137,880,24,62,158
0,135,757,18,72,155
1,133,870,31,65,145
0,150,853,34,71,155
1,136,900,34,67,163
0,143,1025,22,68,195
1,120,752,28,61,115
0,162,813,24,67,125
1,143,805,20,63,140
0,140,1015,32,69,195
1,115,842,24,64,141
0,157,998,24,70,200
1,123,917,24,63,148
0,146,1064,28,64,180
1,152,853,22,64,155
0,163,971,31,71,180
1,130,953,22,65,152
0,155,1136,32,73,245
1,128,816,27,63,136
0,154,731,29,69,128
1,116,778,23,61,125
0,157,969,18,68,210
1,132,963,24,67,198
0,127,879,30,71,190
1,132,931,40,66,167
0,145,753,24,66,127
1,140,889,21,65,170
0,151,964,30,73,213
1,139,805,26,66,158
0,153,1020,20,68,205
1,126,776,20,63,127
0,157,882,22,72,198
1,125,795,24,63,135
0,157,1005,19,65,185
1,130,936,25,66,190
0,161,938,28,74,185
1,135,702,21,61,120
0,133,757,20,70,141
1,124,918,38,62,153
0,160,1016,24,73,195
1,128,828,21,59,130
0,158,743,22,71,135
1,135,698,22,61,110
0,165,971,35,69,203
1,139,839,18,66,158
0,156,842,21,67,157
1,140,774,21,66,114
0,143,902,36,69,165
1,115,828,21,66,125
0,149,902,28,69,175
1,126,722,18,63,108
0,153,1229,27,71,240
1,138,805,22,64,135
0,148,997,31,68,192
1,126,821,26,64,135
0,145,846,31,68,155
1,122,797,18,60,120
0,140,908,28,69,210
1,121,764,22,58,114
0,144,778,26,70,150
1,133,847,18,65,150
0,150,1356,36,72,260
1,132,863,30,63,150
0,150,909,22,67,155
1,138,868,29,63,138
0,126,877,23,70,181
1,132,907,25,66,160
0,153,836,39,70,180
1,125,883,33,64,140
0,167,1013,21,70,220
1,137,946,32,69,172
0,148,864,29,70,180
1,135,735,29,64,133
0,164,1004,24,74,224
1,136,952,37,67,169
0,151,933,36,68,175
1,140,833,23,65,135
0,160,995,32,76,220
1,125,737,29,60,102
0,160,911,32,72,190
1,120,715,19,65,125
0,158,834,20,74,170
1,124,808,20,62,125
0,141,766,23,66,135
1,132,758,21,65,142
0,141,924,29,70,180
1,108,883,18,63,130
0,154,758,21,69,145
1,127,789,19,61,115
0,142,921,20,72,195
1,134,812,18,62,140
0,145,894,21,70,176
1,125,838,18,63,140
0,139,880,25,66,170
1,140,770,18,66,142
0,150,1112,29,71,241
1,135,707,21,62,125
0,142,798,19,68,155
1,140,798,18,66,140
0,165,900,26,70,180
1,125,856,19,63,138
0,165,914,20,74,197
1,126,716,21,66,118
0,142,1001,29,72,191
1,148,940,19,68,150
0,157,1155,19,67,245
1,139,907,19,65,157
0,163,1049,23,71,213
1,127,832,21,64,148
0,154,813,20,69,170
1,137,836,21,64,145
